Record_ID,Supplier_ID,Supplier_Name,Supplier_Country,Supplier_Region,Warehouse_Location,Product_Category,Product_Type,SKU,Product_Value_USD,Lead_Time_Days,Order_Quantity,Stock_Level,Reorder_Point,Safety_Stock,Inventory_Turnover,On_Time_Delivery_Rate,Quality_Rating,Defect_Rate_Percent,Supplier_Responsiveness_Score,Supplier_Capacity_Utilization,Financial_Stability_Score,Transportation_Mode,Carrier_Name,Shipping_Time_Days,Customs_Clearance_Time_Days,Transportation_Cost_USD,Geopolitical_Risk_Score,Weather_Risk_Score,Demand_Volatility,Supply_Volatility,Port_Congestion_Level,Supplier_Dependency_Score,Alternative_Suppliers_Available,Single_Source_Risk,Historical_Disruptions_Count,Average_Delay_Days,Contract_Compliance_Rate,Communication_Response_Time_Hours,Total_Annual_Spend_USD,Payment_Terms_Days,Price_Volatility_Percent,Production_Dependency_Level,Customer_Impact_Score,Revenue_At_Risk_USD,Disruption_Risk,Date,Disruption_Probability
SC00451,SUP017,Tech Components Ltd,Thailand,Europe,Boston,Consumer Goods,Component,SKU4183,389687.72,23,8701,3632,623,1416,6.15,70.05,97.48,5.44,98.9,65.8,89.5,Sea Freight,DHL,5,8,6981.1,5.3,3.2,0.2,6.8,6.0,8.2,3,Yes,5,8.9,74.3,15.8,3067125.54,30,11.03,Low,9.0,596379.83,0,2025-08-19,42.66
SC00452,SUP033,Acme Corp,South Korea,Asia-Pacific,New York,Textiles,Semi-Finished,SKU2877,281410.1,22,994,1827,1055,909,2.13,69.05,68.19,2.19,99.3,89.4,73.9,Sea Freight,Maersk,24,3,34962.96,0.4,6.1,2.5,2.3,5.8,2.3,4,Yes,0,13.2,86.74,36.2,996901.21,30,20.23,Low,4.8,971650.6,0,2025-12-01,16.53
SC00453,SUP032,Pacific Traders,Vietnam,Latin America,Phoenix,Food & Beverage,Semi-Finished,SKU3971,214989.89,5,614,1613,469,1012,4.96,65.95,75.01,6.62,79.8,84.1,50.8,Air Freight,COSCO,6,1,10700.65,6.2,9.4,8.9,5.1,2.3,1.0,1,Yes,12,1.0,75.55,25.7,1402981.44,60,12.63,Critical,5.7,136451.12,1,2025-10-24,45.45
SC00454,SUP017,Euro Distributors,Japan,Europe,Houston,Electronics,Assembly,SKU1891,453645.42,18,7394,1640,353,1224,6.59,83.33,88.53,5.92,94.8,94.4,46.0,Sea Freight,XPO Logistics,25,9,22340.87,8.3,6.7,7.2,8.9,0.5,9.8,0,Yes,10,9.9,71.17,29.4,3219719.36,60,17.57,High,4.9,568305.1,1,2025-04-14,53.67
SC00455,SUP004,Nexus Logistics,India,Asia-Pacific,Denver,Automotive Parts,Raw Material,SKU9992,60042.75,55,5004,2216,813,1427,6.11,72.64,70.95,6.31,89.5,84.6,43.3,Sea Freight,Kuehne+Nagel,1,0,3717.54,1.6,0.7,0.7,6.9,9.5,3.0,3,No,10,5.9,71.08,26.6,2368089.69,30,18.64,Critical,7.3,798125.05,1,2024-03-28,45.02
SC00456,SUP006,Velocity Suppliers,Taiwan,Latin America,Phoenix,Industrial Equipment,Assembly,SKU8557,248849.43,51,7967,4312,1950,970,9.22,99.63,66.94,0.95,80.0,62.2,80.0,Road Transport,COSCO,25,3,41352.77,5.9,4.6,8.2,3.9,3.1,8.7,3,No,6,6.5,94.95,59.7,4297167.6,60,6.34,Critical,5.7,525540.73,0,2024-01-11,32.8
SC00457,SUP041,Euro Distributors,USA,Europe,Chicago,Raw Materials,Semi-Finished,SKU2198,10620.05,54,4209,377,861,639,5.85,85.11,76.59,1.12,82.9,96.6,88.5,Air Freight,COSCO,1,8,6734.06,5.9,8.9,4.9,3.7,4.4,0.0,1,Yes,3,19.2,87.74,33.1,1744789.74,30,21.89,Critical,2.7,91066.36,1,2025-04-25,33.37
SC00458,SUP028,Express Logistics,Mexico,North America,Boston,Electronics,Finished Good,SKU5762,236987.02,6,7279,4214,282,1123,6.89,69.83,91.81,2.29,65.5,55.2,70.5,Sea Freight,XPO Logistics,32,8,45203.33,1.6,0.9,8.5,4.6,1.1,0.2,4,No,2,3.7,80.74,38.2,1369965.31,45,11.5,Low,1.5,582886.0,0,2024-05-16,21.77
SC00459,SUP018,Acme Corp,Vietnam,Asia-Pacific,Chicago,Consumer Goods,Raw Material,SKU2103,32870.12,58,1660,4285,1845,1478,6.3,89.11,79.48,4.14,97.5,63.4,43.3,Sea Freight,UPS,42,3,43279.41,1.2,9.9,6.0,1.8,8.4,4.7,1,Yes,9,6.2,96.83,70.8,4925086.4,60,5.25,Critical,6.1,611737.91,1,2024-11-27,29.15
SC00460,SUP003,Prime Materials Co,USA,Latin America,Chicago,Pharmaceuticals,Semi-Finished,SKU5107,63814.87,32,1366,369,1146,1426,9.41,96.42,87.85,5.98,74.1,76.0,72.1,Rail,Kuehne+Nagel,42,8,23496.85,9.8,9.5,6.8,6.3,0.3,2.4,3,Yes,8,10.2,72.11,5.3,4560122.06,60,21.64,Medium,4.9,728709.25,1,2025-12-10,51.11
SC00461,SUP001,Express Logistics,Japan,North America,Seattle,Textiles,Raw Material,SKU2608,63175.49,53,3738,2196,1098,326,10.63,91.08,85.29,6.69,77.8,78.3,96.1,Air Freight,COSCO,3,5,37346.23,3.9,0.8,9.9,3.6,8.3,6.9,1,Yes,0,17.3,99.41,35.6,193514.09,45,10.45,Critical,1.0,761211.52,1,2025-02-11,34.49
SC00462,SUP022,Nexus Logistics,Thailand,Latin America,Seattle,Chemicals,Assembly,SKU4234,326359.1,54,9041,3747,1649,1359,7.32,67.68,65.78,5.63,86.9,50.8,75.9,Air Freight,DHL,19,0,31162.53,2.3,9.3,2.3,8.5,1.4,5.7,3,No,7,8.3,88.49,56.0,3865106.65,45,18.76,Critical,4.0,770772.69,1,2025-12-04,46.86
SC00463,SUP050,Express Logistics,South Korea,North America,Seattle,Food & Beverage,Semi-Finished,SKU8982,374292.22,34,3527,651,1498,972,9.89,96.36,99.6,7.43,73.4,89.0,88.6,Air Freight,UPS,43,9,40252.24,1.7,3.6,6.2,7.6,8.9,0.8,4,No,0,14.9,75.5,11.7,596157.13,45,13.7,Medium,5.1,663444.39,1,2024-08-05,34.44
SC00464,SUP009,Nexus Logistics,Taiwan,North America,Dallas,Raw Materials,Assembly,SKU6420,293767.54,42,4880,769,1936,991,4.97,92.79,66.45,5.91,70.2,68.1,88.0,Rail,XPO Logistics,29,5,21874.35,6.7,8.4,4.6,6.1,7.3,1.6,0,Yes,12,17.1,90.37,44.4,186051.71,30,9.55,Critical,8.3,215811.19,1,2025-12-31,49.33
SC00465,SUP041,Euro Distributors,Japan,Asia-Pacific,Chicago,Raw Materials,Raw Material,SKU6851,481275.41,55,2027,2421,483,1136,7.41,70.54,98.87,2.45,85.2,70.3,95.9,Multimodal,XPO Logistics,2,8,39397.52,6.1,4.2,0.4,3.6,1.6,3.9,0,No,13,6.2,92.9,18.0,1404792.8,30,20.25,Critical,0.8,404235.76,1,2025-01-27,44.61
SC00466,SUP017,Global Supplies Inc,China,Asia-Pacific,New York,Pharmaceuticals,Component,SKU3100,190560.94,8,2456,780,1179,309,5.45,66.81,84.25,2.12,61.0,90.5,86.2,Air Freight,FedEx,9,1,23391.61,6.4,4.4,0.1,2.1,5.7,1.9,1,No,4,7.9,82.88,62.6,1383262.1,90,14.61,Critical,3.5,776129.97,0,2025-12-26,28.74
SC00467,SUP011,Quantum Materials,India,North America,Chicago,Automotive Parts,Finished Good,SKU4842,146427.48,5,4890,1716,372,840,6.14,84.51,98.71,5.57,88.8,69.0,84.9,Air Freight,FedEx,17,5,47077.81,0.9,6.3,1.2,7.8,3.1,7.9,3,Yes,9,7.1,95.85,24.2,4105627.87,45,9.76,High,8.2,953426.98,1,2025-03-09,33.35
SC00468,SUP048,Prime Materials Co,Vietnam,Asia-Pacific,Boston,Textiles,Assembly,SKU2639,434956.57,12,406,3983,1550,496,9.32,70.46,69.02,1.54,80.6,52.4,54.0,Rail,UPS,36,1,24575.42,8.9,7.7,6.5,4.9,1.8,4.2,0,No,7,16.7,74.52,24.4,3567802.87,90,2.74,High,6.5,78946.96,1,2025-09-03,40.03
SC00469,SUP029,Express Logistics,Thailand,Latin America,Seattle,Raw Materials,Raw Material,SKU5671,115679.94,33,8079,1311,1941,1223,10.82,94.21,82.16,0.74,84.2,58.8,43.6,Multimodal,UPS,17,3,23399.65,3.9,0.3,5.7,2.2,8.6,0.9,3,No,5,0.9,78.37,43.5,4908966.67,30,22.39,High,2.9,535536.68,0,2024-09-19,22.57
SC00470,SUP036,Quantum Materials,China,Europe,Boston,Electronics,Semi-Finished,SKU2143,481795.16,59,3765,3359,1286,130,3.21,77.54,70.93,4.26,85.3,97.8,71.1,Air Freight,Kuehne+Nagel,12,7,39361.06,3.1,5.9,5.5,2.0,4.0,4.8,4,No,6,6.2,72.8,14.0,3571988.86,60,0.89,Medium,8.5,312522.27,0,2024-03-15,33.39
SC00471,SUP046,Velocity Suppliers,China,Latin America,Seattle,Textiles,Assembly,SKU4170,11016.46,43,7157,522,1296,997,8.35,96.95,66.78,6.57,81.1,53.5,47.5,Air Freight,Kuehne+Nagel,20,6,41168.1,4.6,1.9,0.3,1.7,4.0,0.9,1,No,10,13.6,76.33,21.2,2120364.99,45,21.58,Critical,4.9,225393.89,1,2024-04-07,36.41
SC00472,SUP028,Quantum Materials,India,North America,Dallas,Automotive Parts,Raw Material,SKU6206,485090.02,7,761,521,962,748,7.82,84.8,86.61,0.81,83.3,67.7,97.7,Road Transport,DB Schenker,3,8,27947.21,3.9,3.5,4.7,7.8,1.7,1.3,3,Yes,7,11.3,77.16,30.6,3509691.92,60,9.0,Critical,5.0,505810.68,1,2025-07-24,31.17
SC00473,SUP036,Prime Materials Co,Japan,Latin America,New York,Consumer Goods,Component,SKU8960,26364.16,36,4744,4878,1859,428,3.18,71.39,72.27,6.34,87.4,75.2,57.4,Multimodal,XPO Logistics,43,6,9399.99,8.6,3.5,9.2,2.3,3.8,2.4,1,Yes,12,8.7,97.53,26.1,4997322.38,30,15.98,High,9.8,606089.34,1,2024-03-01,49.14
SC00474,SUP001,Pacific Traders,India,North America,Atlanta,Industrial Equipment,Assembly,SKU8383,446115.84,14,8603,2320,1598,1289,4.12,69.89,85.57,6.49,90.1,74.7,91.2,Sea Freight,DHL,4,0,23654.03,9.3,4.7,4.0,5.3,8.7,8.6,3,Yes,5,10.8,72.34,38.3,3565202.32,45,23.05,Medium,9.5,9772.23,1,2024-02-23,48.06
SC00475,SUP008,Global Supplies Inc,Germany,Latin America,Seattle,Industrial Equipment,Raw Material,SKU6379,266212.05,14,3020,935,832,1051,5.11,85.18,68.93,3.86,89.1,50.2,63.3,Air Freight,UPS,17,1,48419.59,3.0,3.3,6.2,4.5,3.6,9.2,3,No,10,4.0,82.82,43.6,3820322.71,90,3.79,Medium,3.6,780206.57,0,2024-12-06,31.11
SC00476,SUP005,Asia Sourcing,Japan,Latin America,Houston,Chemicals,Assembly,SKU6008,496517.57,23,9374,2230,1731,1223,3.67,91.67,76.62,0.46,94.8,75.1,59.4,Rail,XPO Logistics,37,5,37772.82,8.6,1.1,7.8,5.8,9.5,8.3,4,No,5,8.6,85.97,41.2,4694906.83,90,14.17,Medium,1.4,819882.13,1,2024-08-28,36.75
SC00477,SUP045,Prime Materials Co,Japan,Asia-Pacific,Dallas,Textiles,Raw Material,SKU3496,41529.3,50,9046,4040,986,720,4.44,92.35,92.36,1.4,67.6,69.2,96.1,Road Transport,Maersk,42,6,40652.55,7.8,1.5,7.8,8.8,9.5,3.3,1,Yes,10,10.0,96.96,47.4,612573.74,30,19.11,High,3.3,965510.82,1,2025-04-27,49.69
SC00478,SUP010,Quantum Materials,Mexico,North America,Denver,Chemicals,Finished Good,SKU6971,279157.87,38,6336,4583,1142,1296,4.68,74.65,80.3,5.66,76.0,98.6,61.8,Sea Freight,XPO Logistics,15,2,2124.86,9.3,0.3,5.2,8.7,1.4,2.7,2,No,5,18.0,99.93,22.9,3538682.25,60,18.94,High,0.3,180643.73,1,2024-12-28,56.22
SC00479,SUP035,Tech Components Ltd,USA,North America,Denver,Chemicals,Raw Material,SKU6182,484804.76,37,6178,4941,1211,261,5.36,72.15,86.97,5.69,97.9,58.0,63.4,Sea Freight,FedEx,33,8,23659.04,2.5,4.7,8.6,4.5,1.8,5.5,3,No,4,5.2,92.6,10.0,4261489.49,30,13.14,Critical,0.2,594552.56,0,2025-09-12,34.65
SC00480,SUP003,Express Logistics,China,Europe,Houston,Food & Beverage,Raw Material,SKU8017,263933.43,27,452,3697,597,875,9.49,65.59,87.66,7.19,75.9,67.7,46.4,Road Transport,COSCO,16,6,32507.75,5.8,9.5,3.9,0.2,8.6,7.2,3,No,7,17.4,99.12,55.0,4774174.07,60,15.62,Critical,4.0,426625.37,1,2025-11-17,37.07
SC00481,SUP024,Tech Components Ltd,South Korea,Latin America,Dallas,Industrial Equipment,Raw Material,SKU3762,316552.33,59,9194,2837,1343,1386,7.72,88.77,94.53,4.66,65.0,71.0,80.2,Rail,DB Schenker,11,5,41586.62,2.7,1.2,8.9,4.3,3.9,9.9,0,No,12,12.9,93.61,61.4,1094297.98,30,18.94,Critical,9.4,334827.85,1,2025-09-04,39.65
SC00482,SUP038,Global Supplies Inc,Vietnam,Latin America,New York,Consumer Goods,Semi-Finished,SKU1079,349395.6,32,7105,4083,1133,373,11.86,67.68,76.37,0.99,81.0,69.5,57.3,Sea Freight,UPS,20,5,2939.05,8.2,9.5,2.4,6.1,0.0,1.3,1,Yes,1,0.4,98.9,19.2,2544448.59,90,21.03,High,8.7,565633.45,1,2025-12-27,39.71
SC00483,SUP036,Acme Corp,Germany,Europe,Chicago,Raw Materials,Raw Material,SKU6131,229997.83,36,258,2461,1660,1126,6.15,79.73,89.06,0.97,64.4,83.3,75.1,Sea Freight,FedEx,38,0,42695.72,0.1,7.3,2.8,5.6,2.7,0.5,2,Yes,6,14.5,91.22,29.9,3418746.5,60,19.05,High,5.1,782383.09,0,2024-02-16,24.78
SC00484,SUP010,Tech Components Ltd,Germany,North America,Seattle,Consumer Goods,Finished Good,SKU5033,315641.25,54,1056,3243,875,1151,9.54,86.06,98.66,5.77,68.1,60.8,75.5,Multimodal,FedEx,24,4,27645.85,5.6,6.4,0.5,6.5,6.0,6.9,4,No,14,0.7,72.39,36.4,1274965.26,30,8.85,Medium,5.7,23052.78,0,2024-01-06,51.98
SC00485,SUP028,Express Logistics,Vietnam,Latin America,Los Angeles,Automotive Parts,Component,SKU4629,294235.58,11,2171,3359,1135,425,10.71,97.8,90.56,1.47,99.9,61.1,83.2,Sea Freight,FedEx,16,9,10267.04,3.4,6.5,8.0,1.5,8.0,8.3,2,No,3,19.9,82.06,38.9,3022340.67,45,24.92,High,0.1,969400.11,0,2024-09-16,15.87
SC00486,SUP009,Velocity Suppliers,Taiwan,Europe,Boston,Raw Materials,Finished Good,SKU8145,451073.22,33,8695,685,664,1039,8.79,75.91,82.15,2.63,81.7,86.5,84.7,Air Freight,XPO Logistics,30,2,16204.13,3.2,8.3,4.2,6.5,1.3,8.5,4,Yes,0,17.5,89.4,47.8,1325014.97,90,10.86,Critical,2.2,809881.59,1,2025-05-31,31.16
SC00487,SUP003,Nexus Logistics,India,Europe,Atlanta,Automotive Parts,Component,SKU5533,27495.96,12,9679,2160,485,1272,6.12,73.74,87.08,3.9,71.4,75.0,70.9,Air Freight,DB Schenker,34,6,14455.51,6.4,1.1,2.3,1.8,1.1,6.8,2,No,12,5.9,80.52,4.0,1700612.25,90,0.61,Critical,0.2,751153.7,0,2025-09-26,35.83
SC00488,SUP020,Velocity Suppliers,Taiwan,Europe,Denver,Raw Materials,Semi-Finished,SKU6889,144076.78,5,3553,3988,464,639,9.54,87.9,90.89,0.2,99.8,70.8,59.9,Road Transport,FedEx,1,9,26777.52,8.5,5.0,2.3,7.5,9.2,9.5,2,No,4,5.1,78.2,52.2,2235517.55,45,9.07,High,7.5,760387.38,1,2025-01-25,36.11
SC00489,SUP024,Express Logistics,Taiwan,Latin America,Boston,Automotive Parts,Semi-Finished,SKU3200,475453.68,59,6775,4066,519,587,4.04,86.67,86.43,1.99,98.7,58.5,90.2,Road Transport,Kuehne+Nagel,24,2,3058.44,6.1,7.0,9.0,3.4,7.5,5.1,1,Yes,2,7.6,87.32,5.4,2669490.99,30,3.19,Low,1.5,389060.71,0,2024-11-05,34.47
SC00490,SUP003,Euro Distributors,Mexico,North America,Atlanta,Food & Beverage,Semi-Finished,SKU6432,445680.57,7,1055,1567,872,921,5.28,76.62,65.58,3.26,77.6,59.4,58.6,Rail,UPS,24,4,8347.54,8.5,5.9,8.3,7.1,5.9,9.1,0,Yes,3,7.1,98.01,34.2,2274361.06,60,3.04,Medium,8.7,751620.55,1,2025-02-08,41.34
SC00491,SUP023,Global Supplies Inc,USA,North America,Dallas,Food & Beverage,Component,SKU8863,230550.09,28,6395,38,1599,1188,7.47,97.48,71.82,2.24,70.4,50.5,70.5,Rail,Kuehne+Nagel,9,6,40728.31,2.6,8.3,5.5,0.5,7.7,9.7,2,Yes,6,7.4,71.05,59.8,2491317.82,90,7.04,High,6.4,386770.21,1,2025-11-18,18.5
SC00492,SUP014,Euro Distributors,Vietnam,Europe,Atlanta,Chemicals,Finished Good,SKU8583,311965.64,27,1812,2544,1019,455,7.75,94.57,93.37,1.09,93.5,54.6,64.1,Multimodal,Kuehne+Nagel,22,2,7063.9,5.2,0.7,6.2,4.1,4.3,8.5,3,No,4,6.4,93.08,33.0,1528014.34,30,1.33,Low,2.3,898706.83,0,2025-01-14,27.4
SC00493,SUP044,Nexus Logistics,China,Europe,Boston,Textiles,Assembly,SKU8296,142303.69,12,4803,4875,288,1375,2.22,72.84,74.54,5.82,88.6,77.8,91.3,Road Transport,DHL,12,9,12053.12,4.5,6.9,4.7,7.1,7.6,3.1,3,Yes,13,12.4,91.68,11.6,836877.22,45,17.21,Critical,1.6,177222.38,1,2024-05-15,45.25
SC00494,SUP016,Express Logistics,Vietnam,North America,Denver,Raw Materials,Semi-Finished,SKU6877,98119.97,58,6663,1256,1877,334,11.45,73.37,90.6,6.51,87.5,94.6,65.9,Multimodal,UPS,17,1,22941.84,0.1,5.3,3.9,2.3,3.7,2.0,3,No,14,3.3,98.92,70.9,284382.39,60,1.85,High,6.3,292347.42,1,2025-07-26,37.1
SC00495,SUP043,Nexus Logistics,China,Europe,Chicago,Pharmaceuticals,Component,SKU6004,234530.71,51,9565,2990,1426,326,8.97,82.93,78.02,2.06,95.7,64.4,63.2,Rail,DB Schenker,25,5,26097.48,5.6,3.8,9.2,8.0,2.4,5.5,0,No,3,16.9,97.92,64.1,1020094.68,30,5.08,Medium,9.0,551337.54,1,2024-02-12,41.75
SC00496,SUP007,Pacific Traders,South Korea,Europe,Seattle,Chemicals,Finished Good,SKU8978,179909.35,41,5731,2196,1020,1436,6.96,92.08,83.27,6.2,87.6,66.4,81.4,Sea Freight,UPS,28,7,38298.72,6.6,3.4,1.3,6.3,7.3,4.5,2,Yes,0,16.2,92.87,55.8,2930621.03,30,2.32,Low,7.2,319211.04,1,2025-08-17,41.86
SC00497,SUP023,Express Logistics,USA,North America,Atlanta,Consumer Goods,Semi-Finished,SKU2783,293909.78,7,9733,3468,1962,148,11.33,66.54,67.38,3.08,71.4,55.8,76.1,Multimodal,UPS,15,3,22642.96,5.9,6.2,4.2,5.9,4.2,8.8,4,No,5,9.5,85.61,30.2,3941271.47,90,1.58,Low,3.5,424237.25,0,2024-07-02,36.56
SC00498,SUP050,Asia Sourcing,Mexico,Latin America,Denver,Food & Beverage,Raw Material,SKU3879,43478.65,55,1494,2708,1200,217,6.39,89.27,71.34,4.05,87.8,69.4,46.4,Sea Freight,UPS,30,8,39598.3,7.4,8.9,3.4,3.5,9.8,1.0,4,No,10,17.1,76.13,14.1,887775.61,90,6.69,High,5.9,492422.69,1,2024-09-23,44.62
SC00499,SUP036,Asia Sourcing,Thailand,Europe,Houston,Industrial Equipment,Finished Good,SKU2343,487325.43,37,9561,301,533,153,11.8,87.69,98.5,6.85,72.2,51.9,70.5,Multimodal,UPS,27,7,31108.14,5.7,5.0,5.0,4.8,3.5,2.6,1,Yes,9,4.9,86.36,67.8,587349.02,60,14.3,High,3.1,856353.35,1,2024-06-22,44.33
SC00500,SUP027,Euro Distributors,Vietnam,Latin America,Dallas,Food & Beverage,Component,SKU5597,493174.32,32,4832,646,421,664,7.12,73.1,96.15,6.0,90.4,95.9,84.1,Multimodal,DHL,22,6,6098.44,0.7,8.2,4.6,6.0,9.2,7.5,0,No,5,0.4,92.96,38.8,3758987.28,30,24.12,Low,10.0,523192.25,1,2025-05-30,33.9
SC00501,SUP040,Euro Distributors,Thailand,Europe,Atlanta,Industrial Equipment,Assembly,SKU3293,350590.05,51,3814,4758,240,1167,3.14,88.85,87.83,6.44,84.8,83.7,99.5,Rail,Kuehne+Nagel,10,6,8238.41,1.2,4.0,5.2,4.7,9.3,0.9,2,Yes,6,12.4,96.87,61.5,1560533.74,45,21.89,Critical,7.5,362459.85,1,2025-05-19,34.69
SC00502,SUP048,Global Supplies Inc,Vietnam,Europe,Chicago,Raw Materials,Assembly,SKU9824,270367.7,12,629,1759,1931,152,9.65,97.91,81.09,1.09,63.1,99.5,77.7,Multimodal,COSCO,31,2,22133.17,6.0,1.0,1.4,7.0,2.4,3.2,3,Yes,0,9.2,93.69,25.3,4759922.22,45,21.9,Medium,6.1,247736.16,0,2024-12-13,28.55
SC00503,SUP010,Velocity Suppliers,Vietnam,Europe,Boston,Raw Materials,Assembly,SKU4218,158216.17,38,3058,4351,267,657,8.79,66.64,88.65,0.56,80.5,94.1,62.2,Rail,COSCO,27,5,20146.02,2.7,0.6,5.1,4.3,8.0,3.9,0,Yes,13,11.3,75.86,24.8,3585873.95,60,4.4,Critical,4.2,408675.98,1,2025-04-24,33.98
SC00504,SUP016,Acme Corp,Japan,Asia-Pacific,Atlanta,Automotive Parts,Raw Material,SKU5312,407828.53,39,8004,597,1187,1225,9.73,76.19,86.65,7.15,73.7,73.6,53.6,Multimodal,XPO Logistics,12,4,37305.44,0.8,0.5,2.4,2.0,4.3,6.2,0,Yes,3,18.0,87.99,71.0,1667442.43,30,6.62,Low,6.2,515736.1,1,2024-05-15,28.0
SC00505,SUP011,Pacific Traders,USA,Latin America,Seattle,Industrial Equipment,Finished Good,SKU2252,343941.93,36,3691,661,1999,967,11.51,80.34,84.9,3.1,73.1,76.0,92.4,Multimodal,COSCO,31,0,29246.49,4.3,3.8,1.8,2.1,9.2,1.6,2,Yes,11,19.4,79.97,38.1,1483236.6,90,1.91,Critical,3.4,746114.86,1,2024-04-01,33.31
SC00506,SUP012,Nexus Logistics,Vietnam,Latin America,Dallas,Electronics,Semi-Finished,SKU2235,85495.38,28,6995,4330,713,497,9.76,96.47,67.07,2.3,84.1,59.5,88.9,Road Transport,UPS,32,2,19712.59,5.5,3.4,0.6,0.1,4.5,8.6,1,Yes,8,12.7,70.28,11.0,2642307.01,30,19.46,High,0.3,121048.78,0,2024-11-20,25.16
SC00507,SUP027,Mega Manufacturing,China,Europe,Denver,Consumer Goods,Finished Good,SKU1305,455908.96,18,9231,1368,1860,1261,8.11,98.68,87.15,5.8,72.9,73.1,54.0,Road Transport,FedEx,32,0,8952.63,3.3,7.2,7.6,3.0,7.4,4.5,1,No,14,15.3,76.01,16.6,441766.11,90,1.75,Low,4.0,221609.19,1,2025-12-28,33.23
SC00508,SUP002,Velocity Suppliers,Mexico,North America,Houston,Chemicals,Assembly,SKU9309,412155.94,36,625,2581,1845,774,10.57,80.54,91.91,6.69,91.1,95.2,52.0,Rail,UPS,41,3,11728.44,7.2,7.4,4.3,7.5,4.7,9.2,1,No,11,1.7,73.4,35.2,632498.74,45,13.92,Medium,9.3,379654.02,1,2025-06-27,54.19
SC00509,SUP012,Express Logistics,Germany,Europe,Atlanta,Automotive Parts,Raw Material,SKU1511,475150.96,50,6577,3868,1821,486,8.73,91.25,99.79,6.9,62.8,52.5,82.9,Multimodal,Maersk,35,9,28987.3,6.4,0.5,6.3,7.9,2.3,4.7,3,Yes,13,3.2,95.28,4.0,920496.51,60,6.2,Medium,6.3,360398.41,1,2025-03-19,55.68
SC00510,SUP048,Acme Corp,Thailand,Asia-Pacific,Boston,Raw Materials,Assembly,SKU7637,364231.16,47,101,3537,1855,210,6.08,83.61,65.39,2.53,86.4,93.2,58.9,Sea Freight,DHL,21,2,21460.22,3.3,2.2,7.3,2.0,2.0,2.8,3,No,9,14.7,77.76,33.8,3884881.79,60,6.09,Critical,0.8,391748.09,1,2024-05-25,30.29
SC00511,SUP022,Global Supplies Inc,South Korea,Europe,Seattle,Consumer Goods,Component,SKU4485,308640.52,20,474,4865,1350,713,10.86,83.82,90.56,6.82,92.4,67.0,58.4,Air Freight,COSCO,10,3,25988.91,7.5,2.7,6.8,9.6,4.3,1.4,2,No,5,8.6,78.54,30.7,2593593.93,60,24.77,Critical,8.8,793521.26,1,2024-09-23,51.6
SC00512,SUP027,Prime Materials Co,Mexico,Asia-Pacific,Boston,Chemicals,Finished Good,SKU1600,212030.3,8,4748,4308,1478,116,4.22,74.73,85.01,0.33,86.9,95.0,49.1,Rail,DHL,16,8,8948.53,6.5,5.5,4.7,5.0,7.6,0.0,1,No,1,8.9,98.8,56.3,102307.26,90,18.92,Medium,2.7,324154.4,0,2024-04-29,28.29
SC00513,SUP043,Quantum Materials,USA,Europe,Atlanta,Textiles,Raw Material,SKU5269,466700.6,56,2465,4558,894,1305,9.15,72.59,80.19,0.4,79.9,97.0,55.8,Road Transport,XPO Logistics,7,2,33313.86,6.4,1.4,3.9,9.2,6.1,5.3,2,Yes,3,6.2,81.37,26.2,3383906.81,45,20.92,Low,2.4,501898.18,1,2024-11-16,45.4
SC00514,SUP048,Velocity Suppliers,Vietnam,Latin America,New York,Pharmaceuticals,Assembly,SKU9904,433701.63,41,1625,282,1239,983,10.82,75.08,69.46,4.99,98.0,83.5,65.7,Road Transport,XPO Logistics,4,5,42700.67,5.5,1.3,3.8,7.1,6.9,1.1,1,Yes,5,12.1,70.29,70.8,2147266.38,45,14.3,Critical,3.0,623907.03,1,2024-02-15,45.17
SC00515,SUP016,Velocity Suppliers,USA,Europe,Denver,Electronics,Raw Material,SKU9842,27383.24,58,1746,3678,676,640,9.31,84.47,79.32,0.5,72.0,83.2,84.0,Rail,XPO Logistics,27,5,13268.01,0.1,9.4,6.4,7.2,2.8,3.9,0,No,3,3.7,78.52,13.8,2578719.21,60,21.78,Low,5.8,232178.55,1,2024-05-10,27.91
SC00516,SUP018,Acme Corp,India,Latin America,Houston,Industrial Equipment,Component,SKU8734,18051.65,25,113,1486,1285,270,8.97,66.02,77.4,2.6,60.8,72.6,60.2,Road Transport,DHL,25,6,24829.95,7.0,8.0,4.9,0.9,4.8,5.9,4,Yes,14,12.5,73.58,43.0,1109875.4,60,16.14,Medium,5.4,718695.39,1,2025-05-26,38.12
SC00517,SUP011,Quantum Materials,Vietnam,North America,Denver,Industrial Equipment,Component,SKU3435,191349.37,18,4699,4082,1080,508,9.53,96.75,75.6,5.38,77.3,91.8,59.7,Sea Freight,XPO Logistics,31,8,48788.6,3.8,1.8,8.5,2.2,0.4,2.8,4,No,9,3.5,73.08,7.4,2781322.03,90,23.65,Low,4.9,547111.32,0,2024-10-14,29.12
SC00518,SUP045,Express Logistics,Thailand,North America,Phoenix,Automotive Parts,Finished Good,SKU6993,406223.9,35,2378,4183,631,839,6.65,70.47,90.58,2.7,61.3,98.1,57.1,Road Transport,Maersk,11,6,16995.47,9.4,4.1,8.7,0.1,8.2,1.8,1,Yes,6,1.3,72.32,53.1,4896808.54,90,7.03,Medium,7.2,446781.16,1,2025-01-04,37.29
